ISIN,Company Long Name,Company Secretary
INE522D01027,Manappuram Finance Limited,"mail@manappuram.com, cosecretary@manappuram.com"
INE087J01010,Mandhana Industries Limited,cs@mandhana.com
INE347A01017,Mangalam Cement Limited,mclmorak@kappa.net.in
INE584F01014,Mangalam Drugs And Organics Limited,contactus@mangalamdrugs.com
INE805B01012,Mangalam Timber Products Limited,admin@mangalamtimber.com
INE558B01017,Mangalore Chemicals & Fertilizers Limited,shares@mangalorechemicals.com
INE320D01018,Manjeera Constructions Limited,investors@manjeera.com
INE435H01015,Manjushree Technopack Limited,investor@manjushreeindia.com
INE867A01022,Manugraph India Limited,sharegrievances@manugraph.com
INE882A01013,Maral Overseas Limited,maral.investor@lnjbhilwara.com
INE941E01019,Marg Limited,investor@marggroup.com
INE196A01026,Marico Limited,investor@maricoindia.net
INE432P01015,Marico Kaya Enterprises Limited,investorrelations@kayaindia.net
INE750C01026,Marksans Pharma Limited,companysecretary@marksanspharma.com
INE585B01010,Maruti Suzuki India Limited,investor@maruti.co.in
INE759A01021,Mastek Limited,investor_grievances@mastek.com
INE636A01039,Mawana Sugars Limited,naveenjain@mawanasugars.com
INE180A01020,Max India Limited,rshukla@maxindia.com
INE450G01024,Maxwell Industries Limited,investor.relations@viporg.com
INE040D01038,Mayur Uniquoters Ltd,info@mayur.biz
INE912H01013,MBL Infrastructures Limited,cs@mblinfra.com
INE836H01014,McDowell Holdings Limited,mhlinvestor@ubmail.com
INE942G01012,Mcleod Russel India Limited,investors@mcleodrussel.com
INE748A01016,Mcnally Bharat Engineering Company Limited,mbecal@mbecl.co.in
INE200D01020,Media Matrix Worldwide Limited,mmwl.corporate@gmail.com
INE469B01017,Oswal Minerals Limited,oswalgroup@vsnl.com
INE933B01012,Megasoft Limited,srinath@megasoft.com
INE974H01013,Meghmani Organics Limited,helpdesk@meghmani.com
INE817A01019,Melstar Information Technologies Limited,info@melstar.com
INE934B01028,Mercator Limited,investors@mercator.in
INE199A01012,Merck Limited,investorgrievances@merck.co.in
INE592I01029,Metkore Alloys & Industries Limited,secretarial@cronimetalloys.com
INE287C01029,MIC Electronics Limited,cs@mic.co.in
INE358B01012,Micro Technologies (India) Limited,investors@microtechnologies.net
INE019J01013,Microsec Financial Services Limited,info@microsec.in
INE842C01013,Minda Corporation Limited,asancheti@minda.co.in
INE405E01015,Minda Industries Limited,investor@mindagroup.com
INE018I01017,MindTree Limited,rajesh_narang@mindtree.com
INE831A01028,MIRC Electronics Limited,investors@onida.com
INE771A01026,Mirza International Limited,"mirzaknp@satyam.net.in, dcpandey@redtapeindia.com"
INE123F01029,MMTC Limited,ganarayanan@mmtclimited.com
INE954E01012,Mohit Industries Limited,investor_relations@mohitindustries.com
INE490G01020,MOIL Limited,compliance@moil.nic.in
INE743C01013,Monnet Ispat and Energy Limited,isc_miel@monnetgroup.com
INE274B01011,Monsanto India Limited,chandana.dhar@monsanto.com
INE161G01027,Morarjee Textiles Limited,investors@morarjee.com
INE083A01026,Morepen Laboratories Limited,investors@morepen.com
INE739A01015,Moser-Baer (I) Limited,shares@moserbaer.in
INE775A01035,Motherson Sumi Systems Limited,investorrelations@motherson.com
INE338I01027,Motilal Oswal Financial Services Limited,shareholders@motilaloswal.com
INE861B01015,The Motor & General Finance Limited,mgfltd@hotmail.com
INE356A01018,MphasiS Limited,investor.relations@mphasis.com
INE943D01017,MPS Limited,supriya.guha@adi-mps.com
INE883A01011,MRF Limited,mrfshare@mrfmail.com
INE398B01018,MRO-TEK Limited,grd@mro-tek.com
INE752G01015,MSP Steel & Power Limited,investor.contact@mspsteel.com
INE472M01018,MT Educare Limited,info@mteducare.com
INE311H01018,Mudra Lifestyle Limited,investor@mudralifestyle.com
INE304A01026,Mukand Limited,investors_cell@mukand.com
INE022B01014,Mukand Engineers Limited,"mel@mukand.com, prdhruva@mukand.com"
INE374B01019,Mukta Arts Limited,parvez@muktaarts.com
INE745G01035,Multi Commodity Exchange of India Limited,ig-mcx@mcxindia.com
INE672B01032,Munjal Auto Industries Limited,cs@munjalauto.com
INE577A01027,Munjal Showa Limited,investorscomplaints@munjalshowa.net
INE806B01028,Murli Industries Limited,complianceofficer@murliindustries.com
INE692B01014,Murudeshwar Ceramics Limited,investor@naveentile.com
INE414G01012,Muthoot Finance Limited,"cs@muthootgroup.com, investors@muthootfinance.com"
INE744I01034,MVL Limited,info@mvl.in
INE453M01018,Nagarjuna Oil Refinery Limited,investors@nagarjunagroup.com
INE245I01016,Nagreeka Capital & Infrastructure Limited,compsect.ncil@nagreeka.com
INE123B01028,Nagreeka Exports Limited,compsect.nel@nagreeka.com
INE049I01012,Nahar Capital and Financial Services Limited,gredressalncfsl@owmnahar.com
INE289A01011,Nahar Industrial Enterprises Limited,msood@owmnahar.com
INE308A01027,Nahar Poly Films Limited,gredressalnpfl@owmnahar.com
INE290A01027,Nahar Spinning Mills Limited,gredressalnsml@owmnahar.com
INE559B01023,Nakoda Limited,secretarial@nakodaltd.com
INE023A01030,Nalwa Sons Investments Limited,investorcare@nalwasons.com
INE875G01030,Nandan Denim Limited,cs.ndl@chiripalgroup.com
INE987B01018,Natco Pharma Limited,investors@natcopharma.co.in
INE448G01010,Nath Bio-Genes (India) Limited,investor@nathbiogenes.com
INE778A01021,Nath Seeds  Limited,investor@nathseeds.com
INE139A01034,National Aluminium Company Limited,investorservice@nalcoindia.co.in
INE296D01010,National Oxygen Limited,grievanceredressal@nolgroup.com
INE088B01015,National Steel And Agro Industries Limited,investor_relations@nsail.com
INE870D01012,National Fertilizers Limited,investor@nfl.co.in
INE725A01022,Nava Bharat Ventures Limited,grd@nbv.in
INE048G01018,Navin Fluorine International Limited,"info@nfil.in, mankad@mafatlals.com"
INE060A01024,Navneet Education Limited,amit.buch@navneet.com
INE095N01015,National Buildings Construction Corporation Limited,investors.nbcc@hotmail.com
INE868B01028,NCC Limited,ho.secr@nccltd.in
INE732C01016,NCL Industries Limited,cs@nclind.com
INE155G01029,New Delhi Television Limited,ajaym@ndtv.com
INE023H01027,Nectar Lifesciences Limited,sunderlal@neclife.com
INE874D01022,Neha International Limited,complianceofficer@nehainternational.com
INE189I01024,Nelcast Limited,nelcast@nelcast.com
INE045B01015,NELCO Limited,girish.kirkinde@nelco.in
INE851C01014,Neo Corp International Limited,neocorpho@hotmail.com
INE141B01020,Noesis Industries Limited,investors@mediavideoonline.com
INE588A01016,NEPC India Limited,redressal@nepc.co.in
INE317F01027,Nesco Limited,companysecretary@nesco.in
INE239A01016,Nestle India Limited,investor@in.nestle.com
INE553E01012,Net 4 India Limited,"archna.w@net4.com, investorrelations@net4.in"
INE870H01013,Network18 Media & Investments Limited,investors.n18@network18online.com
INE794A01010,Neuland Laboratories Limited,ir@neulandlabs.com
INE747B01016,Next Mediaworks Limited,cs@nextmediaworks.com
INE589A01014,Neyveli Lignite Corporation Limited,investors@nlcindia.com
INE848E01016,NHPC Limited,companysecretary@nhpc.nic.in
INE241C01026,Nicco Corporation Limited,investorservices@niccocorp.com
INE161A01038,NIIT Limited,investors@niit.com
INE591G01017,NIIT Technologies Limited,investors@niit-tech.com
INE310A01015,Nilkamal Limited,investor@nilkamal.com
INE846H01039,Nissan Copper Limited,query@nissancopper.com
INE858F01012,Nitco Limited,investorgrievances@nitco.in
INE639K01016,Nitesh Estates Limited,investor@niteshestates.com
INE489H01020,Nitin Fire Protection Industries Limited,cs@nitinfire.com
INE229H01012,Nitin Spinners Limited,investorrelations@nitinspinners.com
INE584A01023,NMDC Limited,ims@nmdc.co.in
INE163A01018,NOCIL Limited,investorcare@nocilindia.com
INE781B01015,Noida Toll Bridge Company Limited,monisha@ntbcl.com
INE369C01017,Norben Tea & Exports Limited,investorcare@norbentea.com
INE970N01019,Northgate Com Tech Limited,info@northgatetech.com
INE460B01016,Novopan Industries Limited,investor@novopan.in
INE349A01021,NRB Bearing Limited,investorcare@nrbbearings.co.in
INE047O01014,NRB Industrial Bearings Limited,investorscare@nibl.in
INE953C01018,NRC Limited,secretarial@nrclimited.com
INE733E01010,NTPC Limited,"info@ntpc.co.in, isd@ntpc.co.in"
INE318J01027,Nu Tek India Limited,ipo@nutek.in
INE096B01018,Nucleus Software Exports Limited,investorrelations@nucleussoftware.com
INE213A01029,Oil & Natural Gas Corporation Limited,secretariat@ongc.co.in
INE093I01010,Oberoi Realty Limited,cs@oberoirealty.com
INE290B01025,OCL India Limited,grievance@ocl.in
INE196J01019,OCL Iron and Steel Limited,grievance@oclsteel.in
INE591A01010,Oil Country Tubular Limited,corporaterelations@octilindia.com
INE274J01014,Oil India Limited,investors@oilindia.in
INE239D01028,OM Metals Infraprojects Limited,cs@ommetals.com
INE090B01011,Omax Autos Limited,investors@omaxauto.com
INE800H01010,Omaxe Limited,vrr@omaxe.com
INE474L01016,Omkar Speciality Chemicals Limited,investor@omkarchemicals.com
INE810H01019,Omnitech Infosolutions Limited,gaurav.s@omnitechglobal.com
INE912L01015,Onelife Capital Advisors Limited,redressal@onelifecapital.in
INE809I01019,OnMobile Global Limited,investors@onmobile.com
INE229A01017,Onward Technologies Limited,yogesh_desai@onwardgroup.com
INE808B01016,Opto Circuits (India) Limited,investorsservices@optoindia.com
INE881D01027,Oracle Financial Services Software Limited,investors-vp-ofss_in_grp@oracle.com
INE628H01015,Orbit Corporation Limited,investor@orbitcorp.com
INE231G01010,Orbit Exports Limited,investors@orbitexports.com
INE191A01019,Orchid Chemicals & Pharmaceuticals Limited,bhoomija@orchidpharma.com
INE569C01020,Orient Abrasives Limited,investor@oalindia.com
INE607D01018,Orient Bell Limited,investor@orienttiles.com
INE876N01018,Orient Cement Limited,orient.tradelink@gmail.com
INE999K01014,Orient Green Power Company Limited,complianceofficer@orientgreenpower.com
INE592A01026,Orient Paper & Industries Limited,cosec@orientpaperindia.com
INE609C01024,Orient Press Limited,share@orientpressltd.com
INE743M01012,Orient Refractories Limited,info@orlindia.com
INE141A01014,Oriental Bank of Commerce,mbd@obc.co.in
INE750A01020,Oriental Hotels Limited,ohlshares.mad@tajhotels.com
INE998H01012,Oriental Trimex Limited,investors@orientaltrimex.com
INE725E01024,The Orissa Minerals Development Company Limited,info.birdgroup@nic.in
INE143A01010,Oswal Chemicals & Fertilizers Limited,hkgupta@oswalfert.com
INE594A01014,The Oudh Sugar Mills Limited,osm_hargaon@yahoo.co.in
INE179A01014,Procter & Gamble Hygiene and Health Care Limited,pginvestors@intimespectrum.com
INE160H01019,PBA Infrastructure Limited,pbaigrievance_redressal@vsnl.net
INE603J01030,PI Industries Limited,investor.grievance@piind.com
INE766A01018,PAE Limited,investors@paeltd.com
INE761H01022,Page Industries Limited,investors@jockeyindia.com
INE218G01017,Palred Technologies Limited,companysecretary@four-soft.com
INE376A01032,SRG Infotec (India) Limited,srgltd@gmail.com
INE922B01023,Panacea Biotec Limited,investorgrievances@panaceabiotec.com
INE305C01011,Panama Petrochem Limited,cs@panamapetro.com
INE841C01015,Panasonic Appliances India Company Limited,secretary@panasonicindia.in
INE013E01017,Panasonic Carbon India Company Limited,manoranjan.r@jp.panasonic.com
INE316G01019,Panchsheel Organics Limited,"chandrakant.avi@gmail.com, poltd@vsnl.com"
INE194B01029,Panoramic Universal Limited,sanjive.arora@panoramicworld.biz
INE647O01011,Pantaloons Fashion & Retail Limited,geetika.anand@adityabirla.com
INE702L01010,Paramount Printpackaging Limited,"pppl.ipo@pppltd.in, info@pppltd.in"
INE618H01016,Parabolic Drugs Limited,pdl.ipo@parabolicdrugs.com
INE074B01023,Paramount Communications Limited,investors@paramountcables.com
INE162C01024,Paras Petrofils Limited,grievances@paraspetrofils.com
INE620C01013,Parekh Aluminex Limited,parekhcs@rocketmail.com
INE904D01019,Parenteral Drugs (India) Limited,investor@pdindia.com
INE353B01021,Parrys Sugar Industries Limited,investorgrievancescell@psil.murugappa.com
INE561H01026,Parsvnath Developers Limited,investors@parsvnath.com
INE244B01030,Patel Engineering Limited,investors@pateleng.com
INE529D01014,Patel Integrated Logistics Limited,pill_investorservices@patel-india.com
INE790C01014,Patspin India Limited,cs@patspin.com
INE785M01013,PC Jeweller Limited,investors@pcjewellers.com
INE600A01027,Peacock Industries Limited,investor@Italicafurniture.com
INE940H01014,Pearl Global Industries Limited,investor.pgil@pearlglobal.com
INE844A01013,Pearl Polymers Limited,pearl@pearlpet.net
INE138A01028,Peninsula Land Limited,investor@peninsula.co.in
INE932A01024,Pennar Industries Limited,mirza.baig@pennarindia.com
INE431F01018,The Peria Karamalai Tea & Produce Company Limited,periakaramalai.investors@gmail.com
INE262H01013,Persistent Systems Limited,investors@persistent.co.in
INE742A01019,Petron Engineering Construction Limited,nvshah@petronengineering.com
INE347G01014,Petronet LNG Limited,"investors@petronetlng.com,kcsharma@petronetlng.com"
INE182A01018,Pfizer Limited,"contactus.india@pfizer.com,prajeet.nair@pfizer.com"
INE457L01011,PG Electroplast Limited,"ipo@pgel.in, investors@pgel.in"
INE602A01015,Phillips Carbon Black Limited,"kaushikm@pcblltd.com, kaushik.mukherjee@rp-sg.in"
INE455B01016,Phoenix Lamps Limited,investor.relations@phoenixlamps.co.in
INE211B01039,The Phoenix Mills Limited,investorrelations@highstreetphoenix.com
INE318A01026,Pidilite Industries Limited,investor.relations@pidilite.co.in
INE417C01014,Pilani Investment and Industries Corporation Limited,pilaniinvestment1@gmail.com
INE156C01018,Pioneer Embroideries Limited,mumbai@pelhakoba.com
INE889E01010,Pioneer Distilleries Limited,pdlinvestor@unitedspirits.in
INE542F01012,Pipavav Defence and Offshore Engineering Company Limited,company.secretary@pipavavshipyard.com
INE140A01024,Piramal Enterprises Limited,complianceofficer.phl@piramal.com
INE748E01018,Piramal Glass Limited,complianceofficer.pgl@piramal.com
INE122J01015,Piramal Phytocare Limited,complianceofficer.plsl@piramal.com
INE450D01013,Pitti Laminations Limited,shares@pittilam.com
INE083C01022,Plastiblends India Limited,pbi_sd@kolsitegroup.com
INE491H01018,Plethico Pharmaceuticals Limited,companysecretary@plethico.com
INE859A01011,PNB Gilts Limited,m.kochar@pnbgilts.com
INE332G01032,Pochiraju Industries Limited,investors@pochiraju.co.in
INE763A01023,Polaris Financial Technology Limited,company.secretary@polarisFT.com
INE205C01013,Poly Medicure Limited,investorcare@polymedicure.com
INE633B01018,Polyplex Corporation Limited,investorrelations@polyplex.com
INE063E01038,Pondy Oxides & Chemicals Limited,kk@pocl.co.in
INE838E01017,Ponni Sugars (Erode) Limited,investor@ponnisugars.com
INE134E01011,Power Finance Corporation Limited,investorsgrievance@pfcindia.com
INE752E01010,Power Grid Corporation of India Limited,investors@powergridindia.com
INE495J01015,Pradip Overseas Limited,investor@pradipoverseas.com
INE074A01025,Praj Industries Limited,investorsfeedback@praj.net
INE505C01016,Prajay Engineers Syndicate Limited,investorrelations@prajayengineers.com
INE023M01027,Prakash Constrowell Limited,investorgrievance@prakashconstro.com
INE603A01013,Prakash Industries Limited,investorshelpline@prakash.com
INE696K01016,Prakash Steelage Limited,cs@prakashsteelage.com
INE308H01022,Pratibha Industries Limited,pankaj.cs@pratibhagroup.com
INE372C01011,Precision Wires India Limited,investorgrievances@pwil.net
INE095I01015,Precision Pipes And Profiles Company Limited,investorservice@ppapco.com
INE283A01014,Precot Meridian Limited,secretary@precot.com
INE342A01018,Premier Limited,investors@premier.co.in
INE309M01012,Premier Polyfilm Limited,premierpoly@premierpoly.com
INE980A01023,Pressman Advertising Limited,ir@pressmanindia.com
INE811K01011,Prestige Estates Projects Limited,investors@prestigeconstructions.com
INE605A01026,Pricol Limited,thamizhanban@pricol.co.in
INE367G01038,Prime Focus Limited,ir.india@primefocusworld.com
INE032B01021,Prime Securities Limited,prime@primesec.com
INE010A01011,Prism Cement Limited,investor@prismcement.com
INE392B01011,Pritish Nandy Communications Limited,investorgrievance@pritishnandycom.com
INE700C01013,Prithvi Information Solutions Limited,ir@prithvisolutions.com
INE621B01021,Prithvi Softech Limited,investor.relations@prithvifx.com
INE968G01033,Provogue (India) Limited,investorservice@provogue.com
INE195N01013,Prozone Capital Shopping Centres Limited,investorservice@preozonecsc.com
INE474B01017,PSL Limited,"ggehani@gmail.com, pslltdlegal@gmail.com"
INE877F01012,PTC India Limited,rajivmaheshwari@ptcindia.com
INE560K01014,PTC India Financial Services Limited,complianceofficer@ptcfinancial.com
INE034D01031,PTL Enterprises Limited,investors@ptlenterprise.com
INE105C01023,Pudumjee Industries Limited,inv_compl_pail@pune.pudumjee.com
INE606A01024,Pudumjee Pulp & Paper Mills Limited,inv_compl_ppm@pune.pudumjee.com
INE608A01012,Punjab & Sind Bank,complianceofficer@psb.org.in
INE701B01021,Punj Lloyd Limited,Investors@punjlloyd.com
INE277B01014,Punjab Chemicals & Crop Protection Limited,investorhelp@punjabchemicals.com
INE160A01014,Punjab National Bank,hosd@pnb.co.in
INE323I01011,Puravankara Projects Limited,investors@puravankara.com
INE362A01016,PVP Ventures Limited,investorrelations@pvpglobal.com
INE191H01014,PVR Limited,cosec@pvrcinemas.com
INE027A01015,Rashtriya Chemicals and Fertilizers Limited,investorcommunications@rcfltd.com
INE165B01011,R. S. Software (India) Limited,vijendras@rssoftware.co.in
INE411H01032,R Systems International Limited,investors@rsystems.com
INE874F01027,Radaan Mediaworks India Limited,investors@radaan.tv
INE172H01014,Radha Madhav Corporation Limited,investor_complaint@rmclindia.co.in
INE944F01028,Radico Khaitan Limited,info@radico.co.in
INE313D01013,Raisaheb Reckhchand Mohota Spinning & Weaving Mills Limited,info@rsrmm.com
INE855B01025,Rain Industries Limited,secretarial@rain-industries.com
INE028D01025,Rainbow Papers Limited,investorrelations@rainbowpapers.com
INE294G01018,Raj Oil Mills Limited,cs@rajoilmillsltd.com
INE533D01024,Raj Rayon Industries Limited,investors@rajrayon.com
INE952H01027,Raj Television Network Limited,redressal@rajtvnet.in
INE296E01026,Rajapalayam Mills Limited,investorgrievance@ramcotex.com
INE343B01030,Rajesh Exports Limited,compsect@rajeshindia.com
INE562B01019,Rajshree Sugars & Chemicals Limited,investor@rajshreesugars.com
INE011H01014,Rajvir Industries Limited,cs@rajvirindustrieslimited.com
INE613A01020,Rallis India Limited,investor_relations@rallis.co.in
INE614A01028,Ramco Industries Limited,bms@ril.co.in
INE246B01019,Ramco Systems Limited,investorcomplaints@ramco.com
INE399G01015,Ramkrishna Forgings Limited,neha.gupta@ramkrishnaforgings.com
INE874I01013,Ramky Infrastructure Limited,investors@ramky.com
INE005D01015,Ramsarup Industries Limited,company@ramsarup.com
INE625B01014,Rana Sugars Limited,mkraina@ranasugars.com
INE015A01028,Ranbaxy Laboratories Limited,secretarial@ranbaxy.com
INE050H01012,Rane (Madras) Limited,investorservices@rane.co.in
INE244J01017,Rane Brake Lining Limited,investorservices@rane.co.in
INE222J01013,Rane Engine Valve Limited,investorservices@rane.co.in
INE384A01010,Rane Holdings Limited,investorservices@rane.co.in
INE619C01015,Ranklin Solutions Limited,info@ranklin.net
INE904G01038,Rasoya Proteins Limited,"sameer@rasoyaproteins.com, cs@rasoyaproteins.in"
INE703B01027,Ratnamani Metals & Tubes Limited,investor@ratnamani.com
INE722J01012,Ravi Kumar Distilleries Limited,cs@ravikumardistilleries.com
INE301A01014,Raymond Limited,thomas.fernandes@raymond.in
INE891D01026,Redington (India) Limited,mmkumar@redington.co.in
INE056I01017,Refex Refrigerants Limited,admin@refex.co.in
INE277C01012,Regency Ceramics Limited,"mamala@regencytiles.com, cosec@regencytiles.com"
INE385B01031,Rei Agro Limited,investorgrievance@reiagro.com
INE849J01021,REI Six Ten Retail Limited,cosec@reisixten.in
INE330H01018,Reliance Communications Limited,RCOM.investors@relianceada.com
INE046A01015,Reliance Industrial Infrastructure Limited,investor_relations@riil.in
INE131B01039,Relaxo Footwears Limited,Kapilgarg@relaxofootwear.com
INE013A01015,Reliance Capital Limited,rcl.investor@rcap.co.in
INE002A01018,Reliance Industries Limited,investor_relations@ril.com
INE036A01016,Reliance Infrastructure Limited,rinfra.investor@relianceada.com
INE614G01033,Reliance Power Limited,reliancepower.investors@relianceada.com
INE621H01010,Religare Enterprises Limited,investorservices@religare.com
INE474C01015,Remsons Industries Limited,"sdpurohit@remsons.com, remsons@vsnl.com"
INE722H01016,Renaissance Jewellery Limited,investors@renjewellery.com
INE612J01015,Repco Home Finance Limited,cs@repcohome.com
INE461B01014,Repro India Limited,investor@reproindialltd.com
INE688D01026,Responsive Industries Limited,investor@responsiveindustries.com
INE774I01031,Resurgere Mines & Minerals Limited,cosec@resurgere.in
INE617A01013,Revathi Equipment Limited,srinivasan@revathi.co.in
INE209B01025,Rico Auto Industries Limited,cs@ricoauto.com
INE248H01012,Rohit Ferro-Tech Limited,grievance@rohitferrotech.com
INE293A01013,Rolta India Limited,investor@rolta.com
INE847C01020,Rossell India Limited,nirmal.khurana@rossellindia.com
INE283H01019,Royal Orchid Hotels Limited,cosec@royalorchidhotels.com
INE105J01010,RPG Life Sciences Limited,investorservices@rpgls.com
INE324L01013,R.P.P. Infra Projects Limited,ipo@rppipl.com
INE611A01016,RSWM Limited,rswm.investor@lnjbhilwara.com
INE301D01026,The Ruby Mills Limited,info@rubymills.com
INE413B01023,Ruchi Infrastructure Limited,ruchiinfrasecretarial@ruchigroup.com
INE619A01027,Ruchi Soya Industries Limited,ruchisoyasecretarial@ruchigroup.com
INE803H01014,Ruchira Papers Limited,investor@ruchirapapers.com
INE895B01021,Rupa & Company Limited,"cs@rupa.co.in, investors@rupa.co.in"
INE020B01018,Rural Electrification Corporation Limited,"complianceofficer@recl.nic.in, reccorp@recl.nic.in"
INE573K01017,Rushil Decor Limited,ipo@rushil.com
INE114A01011,Steel Authority of India Limited,secy.sail@sailex.com
INE654A01024,State Bank of Travancore,cmsb@sbt.co.in
INE109A01011,Shipping Corporation Of India Limited,shippingcorp@shareproservices.com
INE735M01018,S.E. Power Limited,"ir@sepower.in, cs@sepower.in"
INE772A01016,S. Kumars Nationwide Limited,pulak.b@sknl.co.in
INE927C01020,S Mobility Limited,investors@smobility.in
INE655A01013,The State Trading Corporation of India Limited,"akg@stc.gov.in, cs@stc.gov.in"
INE658G01014,S.A.L. Steel Limited,sal.investor@salsteel.co.in
INE243A01018,Sabero Organics Gujarat Limited,grievances@sabero.com
INE226H01026,Sadbhav Engineering Limited,vijay.kalyani@sadbhaveng.com
INE229C01013,Sagar Cements Limited,soundar@sagarcements.in
INE586G01017,Sah Petroleums Limited,cs@sahpetroleums.com
INE667G01015,Saksoft Limited,narayan.s@saksoft.co.in
INE302E01014,Sakthi Finance Limited,svenkatesh_shares@sakthifinance.com
INE623A01011,Sakthi Sugars Limited,baskar_shares@sakthisugars.com
INE190H01016,Sakuma Exports Limited,jyotip@sakumaexportsltd.com
INE498E01010,Salona Cotspin Limited,info@salonagroup.com
INE924A01013,Salora International Limited,"niti.arya@salora.com,princy.anand@salora.com"
INE653D01012,SAM Industries Limited,secretarial@sam-industries.com
INE304D01012,Sambandam Spinning Mills Limited,cs@sambandam.com
INE699B01027,Sambhaav Media Limited,secretarial@sambhaav.com
INE381A01016,Samtel Color Limited,investors@samtelgroup.com
INE583B01015,The Sandesh Limited,investorsgrievance@sandesh.com
INE495C01010,Sangam (India) Limited,secretarial@sangamgroup.com
INE999B01013,Sanghi Industries Limited,companysecretary@sanghicement.com
INE263L01013,Sanghvi Forging and Engineering Limited,cs@sanghviforge.com
INE989A01024,Sanghvi Movers Limited,grievance.redressal@sanghvicranes.com
INE058A01010,Sanofi India Limited,igrc.sil@sanofi.com
INE890C01046,Sanwaria Agro Oils Limited,csnikitasha@sanwariaagro.com
INE385C01013,Sarda Energy & Minerals Limited,cs@seml.co.in
INE979A01017,Saregama India Limited,co.sec@saregama.co.in
INE453D01017,Sarla Performance Fibers Limited,investors@sarlafibers.com
INE074H01012,Sarthak Industries Limited,sarthakindustries@yahoo.in
INE231F01020,Sasken Communication Technologies Limited,investor@sasken.com
INE176C01016,Sathavahana Ispat Limited,sathavahana@eth.net
INE104E01014,Savera Industries Limited,cs@saverahotel.com
INE035D01012,Savita Oil Technologies Limited,legal@savita.com
INE318C01014,Sayaji Hotels Limited,cs@sayajiindore.com
INE839M01018,Schneider Electric Infrastructure Limited,sameet.gambhir@schneider-electric.com
INE420C01042,S.E. Investments Limited,cs@seil.in
INE497B01018,Seamec Limited,seamec@bom5.vsnl.net.in
INE105I01012,SEL Manufacturing Company Limited,"rahul@selindia.in, ipo@selindia.in"
INE818A01017,Selan Exploration Technology Limited,investors@selanoil.com
INE431L01016,Servalakshmi Paper Limited,secretarial@servalakshmi.in
INE205A01025,Sesa Sterlite Limited,mahesh.devjani@vedanta.co.in
INE630A01016,Seshasayee Paper and Boards Limited,investor@spbltd.com
INE955I01036,Sezal Glass Limited,compliance@sejalglass.co.in
INE879A01019,Shree Rama Multi-Tech Limited,cslegal@srmtl.com
INE538H01024,Shree Ashtavinayak Cine Vision Limited,investor_complaint@ashtavinayakindia.com
INE883G01018,Shree Ganesh Forgings Limited,shreeganeshforgings@vsnl.com
INE087H01022,Shree Renuka Sugars Limited,iyer.dv@renukasugars.com
INE640C01011,Shah Alloys Limited,sal.investor@shahalloys.com
INE908D01010,Shakti Pumps (India) Limited,secretarial@shaktipumpsindia.com
INE849C01026,Shalimar Paints Limited,hwhsec@shalimarpaints.com
INE631A01022,Shanthi Gears Limited,cs@shanthigears.com
INE028B01029,Sharon Bio-Medicine Limited,Investor_complaints@sharonbio.com
INE559D01011,Sharyans Resources Limited,investor@sharyans.com
INE317A01028,Shasun Pharmaceuticals Limited,muralikrishna@shasun.com
INE268L01020,Shekhawati Poly-Yarn Limited,ho@shekhawatiyarn.com
INE790G01023,Shilpa Medicare Limited,info@vbshilpa.com
INE510K01019,Shilpi Cable Technologies Limited,investors@shilpicabletech.com
INE196B01016,Shirpur Gold Refinery Limited,investorinfo@shirpurgold.com
INE705C01012,Shiva Texyarn Limited,shares@shivatex.co.in
INE637H01016,Shivam Autotech Limited,davendra@shivamautotech.com
INE756B01017,Shiv-Vani Oil & Gas Exploration Services Limited,investors@shiv-vani.com
INE498B01024,Shoppers Stop Limited,investor@shoppersstop.com
INE070A01015,Shree Cements Limited,khandelwalss@shreecementltd.com
INE553K01019,SHREE GANESH JEWELLERY HOUSE (I) LIMITED,investors@sgjhl.com
INE278B01020,Shree Rama Newsprint Limited,grievances@ramanewsprint.com
INE633A01028,Shrenuj & Company Limited,sanjay.abhyankar@shrenuj.com
INE231C01019,Shreyans Industries Limited,cs@shreyansgroup.com
INE757B01015,Shreyas Shipping & Logistics Limited,sect@shreyas.co.in
INE900K01012,SHRI ASTER SILICATES LIMITED,shriastersilicates@gmail.com
INE851B01016,Shri Lakshmi Cotsyn Limited,rakesh@shrilakshmi.in
INE722A01011,Shriram City Union Finance Limited,sect@shriramcity.in
INE964H01014,Shriram EPC Limited,investors@shriramepc.com
INE721A01013,Shriram Transport Finance Company Limited,"secretarial@stfc.in, vivekmadhukar.a@stfc.in"
INE635A01023,Shyam Telecom Limited,investor@shyamtelecom.com
INE176J01011,Sicagen India Limited,secl@sicagen.com
INE075B01012,Sical Logistics Limited,secl@sical.com
INE003A01024,Siemens Limited,corporate-secretariat.in@siemens.com
INE529F01019,Signet Industries Limited,cspreeti@groupsignet.com
INE923A01015,SIL Investments Limited,investor_grievance@sutlej-rtm.co.in
INE270C01017,Simbhaoli Sugars Limited,info@simbhaolisugars.com
INE658D01011,Simplex Castings Limited,cs@simplexcastings.com
INE059B01024,Simplex Infrastructures Limited,pankaj.mukhopadhyay@simplexinfra.net
INE898F01018,Simplex Projects Limited,investors@simplexprojects.com
INE429C01035,Sintex Industries Limited,"share@sintex.co.in, hiteshmehta@sintex.co.in"
INE202C01010,The Sirpur Paper Mills Limited,complianceofficer@sirpurpaper.com
